schemaVersion,section,name,title,description,type,format,constraints.required,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,enumLabels,enumOrdered,missingValues,trueValues,falseValues,custom,standardsMappings[0].instrument.url,standardsMappings[0].instrument.source,standardsMappings[0].instrument.title,standardsMappings[0].instrument.id,standardsMappings[0].item.url,standardsMappings[0].item.source,standardsMappings[0].item.id,relatedConcepts[0].url,relatedConcepts[0].title,relatedConcepts[0].source,relatedConcepts[0].id
0.3.2,form_1_screener,scr_sub___1,Scr_Sub: Cannabis,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Cannabis],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___2,Scr_Sub: Cocaine,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Cocaine],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___3,Scr_Sub: Heroin,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Heroin],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___4,Scr_Sub: Fentanyl (that you knew at the time to be Fentanyl),Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Fentanyl (that you knew at the time to be Fentanyl)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___5,Scr_Sub: Methadone (not as part of a treatment program),Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Methadone (not as part of a treatment program)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___6,Scr_Sub: Buprenorphine (not as part of a treatment program),Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Buprenorphine (not as part of a treatment program)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___7,Scr_Sub: Opioid analgesics,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Opioid analgesics],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___8,Scr_Sub: Benzodiazepines,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Benzodiazepines],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___9,Scr_Sub: Methamphetamine,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Methamphetamine],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___10,Scr_Sub: Speed-ball (Cocaine + Heroin),Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Speed-ball (Cocaine + Heroin)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___11,Scr_Sub: Goofball (Methamphetamine + Heroin),Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Goofball (Methamphetamine + Heroin)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___12,Scr_Sub: Cocaine + Fentanyl (intentionally at the same time),Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Cocaine + Fentanyl (intentionally at the same time)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___13,Scr_Sub: Methamphetamine + Fentanyl (intentionally at the same time),Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Methamphetamine + Fentanyl (intentionally at the same time)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___14,Scr_Sub: Sedatives,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Sedatives],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___15,Scr_Sub: Hallucinogens,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Hallucinogens],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___16,Scr_Sub: Xylazine (that you knew at the time to be Xylazine),Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Xylazine (that you knew at the time to be Xylazine)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___17,Scr_Sub: Alcohol,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Alcohol],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___18,Scr_Sub: Tobacco,Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Tobacco],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub___555,"Scr_Sub: Other, please specify {scr_sub_other}","Which substances have you used in the previous 3 months?3 months prior: [scr_anchor_3mo][choice=Other, please specify {scr_sub_other}]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_sub_other,"Other, please specify","Other, please specify",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_odhx,How many opioid overdoses have you experienced in the past 12 months?,How many opioid overdoses have you experienced in the past 12 months?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_odwt,How many opioid overdoses have you witnessed/been present at in the past 12 months?,How many opioid overdoses have you witnessed/been present at in the past 12 months?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_trt,Have you been in drug treatment in the past 12 months?,Have you been in drug treatment in the past 12 months?,integer,,,,0|1|999,,,,0=No|1=Yes|999=Prefer to not answer,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_anchor_13mo,Date anchor for the next 13 months (can be embedded),Date anchor for the next 13 months (can be embedded),date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_move,Do you have any plans to move out of the area in the next 13 months?  Next 13 months: [scr_anchor_13mo],Do you have any plans to move out of the area in the next 13 months?  Next 13 months: [scr_anchor_13mo],integer,,,,0|1|999,,,,0=No|1=Yes|999=Prefer to not answer,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_cntct___1,Scr_Cntct: Phone number where we can call you or leave a message,Do you have any of the following forms of contact information? (Check all that apply)[choice=Phone number where we can call you or leave a message],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_cntct___2,Scr_Cntct: Text,Do you have any of the following forms of contact information? (Check all that apply)[choice=Text],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_cntct___3,Scr_Cntct: Email,Do you have any of the following forms of contact information? (Check all that apply)[choice=Email],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_cntct___4,Scr_Cntct: Social media,Do you have any of the following forms of contact information? (Check all that apply)[choice=Social media],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_cntct___5,Scr_Cntct: None (not eligible),Do you have any of the following forms of contact information? (Check all that apply)[choice=None (not eligible)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_elg_calc,Eligibility Calculator (will be hidden),"Eligibility Calculator (will be hidden)[calculation: if(
# eligibility calculation
# must be 18 or older
[scr_age] = '1' and 
# must have taken one of these drugs
([scr_sub(2)] = '1' or [scr_sub(3)] = '1' or [scr_sub(4)] = '1'  or [scr_sub(5)] = '1' or [scr_sub(6)] = '1' or [scr_sub(7)] = '1' or [scr_sub(8)] = '1' or [scr_sub(9)] = '1' or [scr_sub(10)] = '1' or [scr_sub(11)] = '1' or [scr_sub(12)] = '1' or [scr_sub(13)] = '1' or [scr_sub(14)] = '1' or [scr_sub(15)] = '1' or [scr_sub(16)] = '1') and 
# must have experiences an OD event in the last 3 months
[scr_odwt] > 0 and 
# must not be moving
[scr_move] = 0 and 
# must have a means of contact
([scr_cntct(1)] = '1' or [scr_cntct(2)] = '1' or [scr_cntct(3)] = '1' or [scr_cntct(4)] = '1'),
1,
0)]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_elg,"Thank you for answering those questions for me, it appears you are eligible for the HERO study. This study seeks to understand how people respond to overdoses they witness. This is a 12-month long study, we will ask you to come in for 5-7 interviews over the course of a year. Each interview is expected to last about 60-90 minutes, and you will be compensated $40 for the first interview, and for each one thereafter - I'll give you details about this if you're interested. Does this sound like something you are interested in?","Thank you for answering those questions for me, it appears you are eligible for the HERO study. This study seeks to understand how people respond to overdoses they witness. This is a 12-month long study, we will ask you to come in for 5-7 interviews over the course of a year. Each interview is expected to last about 60-90 minutes, and you will be compensated $40 for the first interview, and for each one thereafter - I'll give you details about this if you're interested. Does this sound like something you are interested in?",integer,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_int_app,"Was an interview appointment set?This is an interviewer question, DO NOT ask the participant:","Was an interview appointment set?This is an interviewer question, DO NOT ask the participant:",integer,,,,0|1|2|3,,,,"0=No|1=Yes, enter the date and time below|2=Took participant directly into baseline|3=Participant added to waitlist",,,,,,,,,,,,,,,,
0.3.2,form_1_screener,scr_int_date,Interview appointment date:,Interview appointment date:,date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_date,Date of Contact Attempt:,Date of Contact Attempt:,date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_method,How was the participant contacted?,How was the participant contacted?,integer,,,,1|2|3|4|5|6|555,,,,1=Walk-In|2=Field Outreach|3=Phone Call|4=Text/Messaging|5=Email|6=Social Media|555=Other {attempt_method_other},,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_method_other,Other,Other,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_outgoing,Was this communication attempt outgoing or incoming?,Was this communication attempt outgoing or incoming?,integer,,,,1|2,,,,1=Outgoing (we reached out to the participant)|2=Incoming (participant engaged with us),,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_success,Was participant reached directly?,Was participant reached directly?,integer,,,,1|2|3,,,,"1=No, could not contact|2=No, but sent or left a message|3=Yes, spoke with participant directly",,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_success_error,What error did you encounter?,What error did you encounter?,integer,,,,1|2|556|557|555,,,,1=Invalid number/error message/no longer in service|2=Currently incarcerated|556=Voicemail full|557=Reached someone else/wrong number|555=Other {attempt_success_error_other},,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_success_error_other,Other,Other,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_success_change,Was there any change in participant's contact info?,Was there any change in participant's contact info?,integer,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od___0,Attempt_Od: No,"Have you experienced any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=No]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od___1,"Attempt_Od: Yes, Opioids alone","Have you experienced any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, Opioids alone]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od___2,"Attempt_Od: Yes, Methamphetamine alone","Have you experienced any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, Methamphetamine alone]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od___3,"Attempt_Od: Yes, Cocaine alone","Have you experienced any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, Cocaine alone]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od___4,"Attempt_Od: Yes, Poly-substance use","Have you experienced any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, Poly-substance use]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od___555,"Attempt_Od: Yes, other","Have you experienced any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, other]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od_opi,How many opioid overdoses?,How many opioid overdoses?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od_meth,How many meth overdoses?,How many meth overdoses?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_od_coc,How many cocaine overdoses?,How many cocaine overdoses?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit___0,Attempt_Odwit: No,"Have you witnessed any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=No]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit___1,"Attempt_Odwit: Yes, Opioids alone","Have you witnessed any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, Opioids alone]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit___2,"Attempt_Odwit: Yes, Methamphetamine alone","Have you witnessed any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, Methamphetamine alone]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit___3,"Attempt_Odwit: Yes, Cocaine alone","Have you witnessed any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, Cocaine alone]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit___4,"Attempt_Odwit: Yes, Poly-substance use","Have you witnessed any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, Poly-substance use]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit___555,"Attempt_Odwit: Yes, other","Have you witnessed any overdoses since your last encounter? (Check all that apply)Interviewer, if the participant responds in the affirmative clarify how many and by what type of overdose they experienced.[choice=Yes, other]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit_opi,How many opioid overdoses?,How many opioid overdoses?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit_meth,How many meth overdoses?,How many meth overdoses?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_odwit_coc,How many cocaine overdoses?,How many cocaine overdoses?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_post_od,Are you doing okay after responding to that overdose?,Are you doing okay after responding to that overdose?,integer,,,,0|1|888|999,,,,0=No|1=Yes|888=Don't know|999=Prefer to not answer,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_nlx,Do you need more Naloxone following that event?,Do you need more Naloxone following that event?,integer,,,,0|1|888|999,,,,0=No|1=Yes|888=Don't know|999=Prefer to not answer,,,,,,,,,,,,,,,,
0.3.2,form_1b_contact_update,attempt_success_sched,Was a quantitative or qualitative interview scheduled?,Was a quantitative or qualitative interview scheduled?,integer,,,,0|1|2,,,,0=No|1=Yes - Quantitative|2=Yes - Qualitative,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_date,Date of Interview,Date of Interview,date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_ttl_ppl,"How many people do you know who have used drugs in the past 3 months? 
 When I say ""know"" I mean someone you know by name or nickname and who knows you.When I say ""drugs"" I mean illicit non-medical drugs, so I'm not talking about only alcohol, tobacco, cannabis or medications used as prescribed (give a whole number).","How many people do you know who have used drugs in the past 3 months? 
 When I say ""know"" I mean someone you know by name or nickname and who knows you.When I say ""drugs"" I mean illicit non-medical drugs, so I'm not talking about only alcohol, tobacco, cannabis or medications used as prescribed (give a whole number).",integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_od_died,How many people do you know who have died of an overdose?,How many people do you know who have died of an overdose?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_od_died3mo,How many people do you know who have died of an overdose in the past 3 months?,How many people do you know who have died of an overdose in the past 3 months?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_od_ttl,How many people do you know who have helped someone who was overdosing in the past 12 months?,How many people do you know who have helped someone who was overdosing in the past 12 months?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_ntown,"Of those, how many of them live or work in your town?","Of those, how many of them live or work in your town?",integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_18,"Of those who live and work in your town, how many are 18 years or older?","Of those who live and work in your town, how many are 18 years or older?",integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_2wks,"Of those who are 18 years or older, how many have you seen in the last two weeks?","Of those who are 18 years or older, how many have you seen in the last two weeks?",integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_cpnrlt,You were given a coupon by someone to participate in this study. What is your relationship to the person who gave you the coupon?,You were given a coupon by someone to participate in this study. What is your relationship to the person who gave you the coupon?,integer,,,,1|2|3|4|5|555|999,,,,"1=A stranger or someone you met for the first time|2=Someone you know, but not closely|3=Someone you know well and consider a friend|4=A sexual partner|5=A family member|555=Other, please specify {rds_cpnrlt_other}|999=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_cpnrlt_other,"Other, please specify","Other, please specify",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_cpnfrq,How often have you seen the person who gave you the coupon in the last 3 months?,How often have you seen the person who gave you the coupon in the last 3 months?,integer,,,,1|2|3|4|555|999,,,,"1=Every day|2=A few times a week|3=A few times a month|4=Less than once a month|555=Other, please specify {rds_cpnfrq_other}|999=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions,rds_cpnfrq_other,"Other, please specify","Other, please specify",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_2_rds_recruitment_questions_3mo,rds_date_3mo,Date of Interview,Date of Interview,date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_age,How old are you?,How old are you?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_gend,What is your gender?,What is your gender?,integer,,,,1|2|3|4|5|555|888|999,,,,"1=Man|2=Woman|3=Gender-queer / Nonbinary|4=Gender variant|5=Questioning or unsure of my gender identity|555=Something else, please specify {demo_gend_other}|888=Don't know|999=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_gend_other,"Something else, specify","Something else, specify",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_trans,Do you identify as transgender?,Do you identify as transgender?,integer,,,,0|1|888|999,,,,0=No|1=Yes|888=Don't know|999=Prefer to not answer,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_1,"Do you consider yourself to be Hispanic, Latino(a), or Latine/x?","Do you consider yourself to be Hispanic, Latino(a), or Latine/x?",integer,,,,0|1|888|999,,,,0=No|1=Yes|888=Don't know|999=Prefer to not answer,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___1,"Demo_Ethn_2: Mexican, Mexican-American, Mexicano, or Chicano","Which ethnic group or groups do you identify as? (Select all that apply)[choice=Mexican, Mexican-American, Mexicano, or Chicano]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___2,Demo_Ethn_2: Puerto Rican,Which ethnic group or groups do you identify as? (Select all that apply)[choice=Puerto Rican],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___3,Demo_Ethn_2: Central or South American,Which ethnic group or groups do you identify as? (Select all that apply)[choice=Central or South American],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___4,Demo_Ethn_2: Cuban or Cuban American,Which ethnic group or groups do you identify as? (Select all that apply)[choice=Cuban or Cuban American],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___5,Demo_Ethn_2: Dominican (from Dominican Republic),Which ethnic group or groups do you identify as? (Select all that apply)[choice=Dominican (from Dominican Republic)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___6,Demo_Ethn_2: Spanish (from Spain),Which ethnic group or groups do you identify as? (Select all that apply)[choice=Spanish (from Spain)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___555,"Demo_Ethn_2: Something else, please specify {demo_ethn_other}","Which ethnic group or groups do you identify as? (Select all that apply)[choice=Something else, please specify {demo_ethn_other}]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___888,Demo_Ethn_2: Don't know,Which ethnic group or groups do you identify as? (Select all that apply)[choice=Don't know],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_2___999,Demo_Ethn_2: Prefer to not answer,Which ethnic group or groups do you identify as? (Select all that apply)[choice=Prefer to not answer],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_ethn_other,"Something else, specify","Something else, specify",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,form_16_demographics,demo_race___1,Demo_Race: Black or African American,What is your race? (Select all that apply)[choice=Black or African American],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
