module,name,title,description,type,format,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,encodings,ordered,missingValues,trueValues,falseValues,repo_link,standardsMappings.type,standardsMappings.label,standardsMappings.url,standardsMappings.source,standardsMappings.id,relatedConcepts.type,relatedConcepts.label,relatedConcepts.url,relatedConcepts.source,relatedConcepts.id,univarStats.median,univarStats.mean,univarStats.std,univarStats.min,univarStats.max,univarStats.mode,univarStats.count,univarStats.twentyFifthPercentile,univarStats.seventyFifthPercentile,univarStats.categoricalMarginals.name,univarStats.categoricalMarginals.count
screener,screener5_su_clinic,"Please specify outpatient substance use treatment clinic  (e.g. Packard Health, Meridian Health Services, Gammons Medical) :","Demographic Information: Please specify outpatient substance use treatment clinic  (e.g. Packard Health, Meridian Health Services, Gammons Medical) :",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,flyer,Please specify public place,Demographic Information: Please specify public place,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,website,Please specify website,Demographic Information: Please specify website,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screener_studyinfo_other,Other (please specify):,Demographic Information: Other (please specify):,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screener_phone,8. Do you have consistent access to a telephone that you would be willing to use for study-related telephone sessions?,Demographic Information: 8. Do you have consistent access to a telephone that you would be willing to use for study-related telephone sessions?,boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_nrsi1,"1. On a scale of 0-10, with 0 being no pain at all and 10 being the worst possible pain, how would you rate your average pain during the PAST 3 MONTHS?","NRS-I: 1. On a scale of 0-10, with 0 being no pain at all and 10 being the worst possible pain, how would you rate your average pain during the PAST 3 MONTHS?",integer,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=0 No pain at all|1=1|2=2|3=3|4=4|5=5|6=6|7=7|8=8|9=9|10=10 Worst possible pain,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_nrsi2,"2. On a scale of 0-10, with 0 being no pain at all and 10 being the worst possible pain, how would you rate your worst pain during the PAST 3 MONTHS?","NRS-I: 2. On a scale of 0-10, with 0 being no pain at all and 10 being the worst possible pain, how would you rate your worst pain during the PAST 3 MONTHS?",integer,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=0 No pain at all|1=1|2=2|3=3|4=4|5=5|6=6|7=7|8=8|9=9|10=10 Worst possible pain,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_bup1,"1. Do you have a current prescription for buprenorphine from a doctor, or are you planning to start treatment soon?","Buprenorphine Treatment These next questions ask about buprenorphine, which is also called Subutex, Suboxone, or Zubsolv. This medication is prescribed by a doctor for the treatment of opioid addiction.: 1. Do you have a current prescription for buprenorphine from a doctor, or are you planning to start treatment soon?",integer,,,1|2|3,,,,"1=Yes, I have a current prescription from a doctor|2=Not yet, but planning to start treatment and get a prescription within the next week|3=No, I don't have a current prescription from a doctor",,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_bup2,2. What form of buprenorphine are you currently taking?,"Buprenorphine Treatment These next questions ask about buprenorphine, which is also called Subutex, Suboxone, or Zubsolv. This medication is prescribed by a doctor for the treatment of opioid addiction.: 2. What form of buprenorphine are you currently taking?",integer,,,1|2|3|4,,,,1=Tablets/ pills / films|2=Patch (Butrans)|3=Injection (Sublocade)|4=I don't have a current prescription / have not started treatment yet,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_robs_1a,a. Heroin,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: a. Heroin",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_1b,b. Methadone,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: b. Methadone",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_1bi,Was the methadone prescribed?,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: Was the methadone prescribed?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_1c,c. Buprenorphine,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: c. Buprenorphine",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_1ci,Was the buprenorphine prescribed?,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: Was the buprenorphine prescribed?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_1d,"d. Other opioid analgesics (e.g. morphine, Oxycontin, oxycodone, hydrocodone, Vicodin, Percocet, Dilaudid, tramadol)","RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: d. Other opioid analgesics (e.g. morphine, Oxycontin, oxycodone, hydrocodone, Vicodin, Percocet, Dilaudid, tramadol)",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_1di,Were the opioid analgesics prescribed?,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: Were the opioid analgesics prescribed?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_2,2. Did you ever need to use more opioids to get the same feeling (pain relief/high) as when you first started using opioids?,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: 2. Did you ever need to use more opioids to get the same feeling (pain relief/high) as when you first started using opioids?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_3,3. Did the idea of missing a dose ever make you anxious or worried?,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: 3. Did the idea of missing a dose ever make you anxious or worried?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_4,"4. In the morning, did you ever use opioids to keep from feeling sick or did you ever feel sick when you hadn't taken any opioids for a while?","RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: 4. In the morning, did you ever use opioids to keep from feeling sick or did you ever feel sick when you hadn't taken any opioids for a while?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods5,5. Did you worry about your use of opioids?,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: 5. Did you worry about your use of opioids?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_6,6. Did you find it difficult to stop or not use opioids?,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: 6. Did you find it difficult to stop or not use opioids?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_7,7. Did you ever need to spend a lot of time/energy on finding opioids or recovering from taking them?,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: 7. Did you ever need to spend a lot of time/energy on finding opioids or recovering from taking them?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_rods_8,"8. Did you ever miss important things like doctor's appointments, family/friend activities, or other things because of opioids?","RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: 8. Did you ever miss important things like doctor's appointments, family/friend activities, or other things because of opioids?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_eligible1,"Great! It looks like you may be eligible to take part in the Persist Study. The purpose of the study is to learn if new programs will help patients develop new strategies for managing their pain and medications. If you decide to join, you can earn up to $500 in gift cards over the next year. You will be receiving a phone call or other form of communication from a study team member.

Are you still interested in participating in this study?","RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: Great! It looks like you may be eligible to take part in the Persist Study. The purpose of the study is to learn if new programs will help patients develop new strategies for managing their pain and medications. If you decide to join, you can earn up to $500 in gift cards over the next year. You will be receiving a phone call or other form of communication from a study team member.

Are you still interested in participating in this study?",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_first,First name:,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: First name:",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_last,Last name:,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: Last name:",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_email,Your email address:,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: Your email address:",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_cell,Your cell phone number:,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: Your cell phone number:",string,,,,^[0-9]{3}-[0-9]{3}-[0-9]{4}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screener,screen_dob,Date of birth (MM/DD/YYYY):,"RODS The following questions are about your prior use of opioids, which includes prescription pain medications that may have been prescribed by your doctor. For each question, please indicate ""yes"" or ""no"" as it applies to your opioid use during the last 12 months.1. In the LAST 12 MONTHS, have you ever taken any of the following drugs or medications, even if they were prescribed by your doctor?: Date of birth (MM/DD/YYYY):",date,any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,interviewra,Interview completed by (RA initials),Interview completed by (RA initials),string,,,,^[a-zA-Z]+$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,interview_date,Interview completion date,Interview completion date,date,any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_bup_rx1,1.  Do you have a current prescription for buprenorphine from a doctor?,Buprenorphine prescription confirmation: 1.  Do you have a current prescription for buprenorphine from a doctor?,boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_bup_rx1a,What is the buprenorphine product that has been prescribed to you?,Buprenorphine prescription confirmation: What is the buprenorphine product that has been prescribed to you?,integer,,,1|2|3|4|5|6|7|9,,,,1=Buprenorphine|2=Subutex|3=Suboxone|4=Zubsolv|5=Bunavail|6=Other|7=Unspecified|9=MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_bup_rx1a_other,Please specify,Buprenorphine prescription confirmation: Please specify,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_bup_rx2,"2.  Who is your current buprenorphine provider? (or, where is your treatment clinic located?)","Buprenorphine prescription confirmation: 2.  Who is your current buprenorphine provider? (or, where is your treatment clinic located?)",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_bup_rx3a,3.  What is your current dose of buprenorphine?  DOSAGE (in mg),Buprenorphine prescription confirmation: 3.  What is your current dose of buprenorphine?  DOSAGE (in mg),number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_bup_rx3b,3.  What is your current dose of buprenorphine? TIMES PER DAY,Buprenorphine prescription confirmation: 3.  What is your current dose of buprenorphine? TIMES PER DAY,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_bup_rx4,4. When did you start this buprenorphine treatment episode? This is sometimes called an induction date.,Buprenorphine prescription confirmation: 4. When did you start this buprenorphine treatment episode? This is sometimes called an induction date.,date,any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid1,"1. In your lifetime, have you ever used heroin or methadone?  How about prescription pain killers?  (Drugs like morphine, codeine, Percocet, Percodan, Oxycontin, Tylox, or oxycodone, Vicodin, Lortab, Lorcet or hydrocodone, suboxone or buprenorphine?)","SCID-5-RV-Module E, Opiates only: 1. In your lifetime, have you ever used heroin or methadone?  How about prescription pain killers?  (Drugs like morphine, codeine, Percocet, Percodan, Oxycontin, Tylox, or oxycodone, Vicodin, Lortab, Lorcet or hydrocodone, suboxone or buprenorphine?)",boolean,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid2,"2. How about in the past 12 months, have you used any opiates in the past year? Which ones?","SCID-5-RV-Module E, Opiates only: 2. How about in the past 12 months, have you used any opiates in the past year? Which ones?",integer,,,1|2|3|4,,,,"1=Yes, heroin only|2=Yes, prescription opiates only|3=Yes,  heroin and prescription opiates|4=No",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e1,"E1. During the past year, have you found that once you started using opiates you ended up using much more than you intended to?","SCID-5-RV-Module E, Opiates only: E1. During the past year, have you found that once you started using opiates you ended up using much more than you intended to?",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e2,"E2. During the past year, have you wanted to stop or cut down using opiates, or control your use of opiates?","SCID-5-RV-Module E, Opiates only: E2. During the past year, have you wanted to stop or cut down using opiates, or control your use of opiates?",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e3,"E3. During the past year, have you spent a lot of time getting opiates or using opiates or has it taken a lot of time for you to get over the effects of opiates? (How much time?)","SCID-5-RV-Module E, Opiates only: E3. During the past year, have you spent a lot of time getting opiates or using opiates or has it taken a lot of time for you to get over the effects of opiates? (How much time?)",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e4,E4. Have you had a strong desire or urge to use opiates in between those times when you were using opiates? (Has there been a time when you had such strong urges to use opiates that you had trouble thinking about anything else?),"SCID-5-RV-Module E, Opiates only: E4. Have you had a strong desire or urge to use opiates in between those times when you were using opiates? (Has there been a time when you had such strong urges to use opiates that you had trouble thinking about anything else?)",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e5,"E5. During the past year, have you missed work or school or often arrived late because you were intoxicated, high or recovering from the night before?","SCID-5-RV-Module E, Opiates only: E5. During the past year, have you missed work or school or often arrived late because you were intoxicated, high or recovering from the night before?",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e6,"E6. During the past year, has your use of opiates caused problems with other people, such as with family members, friends, or people at work?  (Have you found yourself regularly getting into arguments about your opiate use?  Have you gotten into physical fights when you were taking opiates?)","SCID-5-RV-Module E, Opiates only: E6. During the past year, has your use of opiates caused problems with other people, such as with family members, friends, or people at work?  (Have you found yourself regularly getting into arguments about your opiate use?  Have you gotten into physical fights when you were taking opiates?)",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e7,"E7. Have you had to give up or reduce the time you spent at work or school, with family or friends, or on your hobbies because you were using opiates instead?","SCID-5-RV-Module E, Opiates only: E7. Have you had to give up or reduce the time you spent at work or school, with family or friends, or on your hobbies because you were using opiates instead?",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e8,"E8. During the past year, have you ever gotten high before doing something that requires coordination and concentration like driving, boating, climbing on a ladder, or operating heavy machinery?","SCID-5-RV-Module E, Opiates only: E8. During the past year, have you ever gotten high before doing something that requires coordination and concentration like driving, boating, climbing on a ladder, or operating heavy machinery?",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e9,"E9. Has your use of opiates during the past year caused you any problems like making you very depressed, irritable, anxious, paranoid, or extremely agitated?  What about triggering panic attacks, making it difficult for you to fall or stay asleep, putting you into a ""mental fog,"" or making it so you couldn't recall what happened while you were using opiates?","SCID-5-RV-Module E, Opiates only: E9. Has your use of opiates during the past year caused you any problems like making you very depressed, irritable, anxious, paranoid, or extremely agitated?  What about triggering panic attacks, making it difficult for you to fall or stay asleep, putting you into a ""mental fog,"" or making it so you couldn't recall what happened while you were using opiates?",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e10,E10. Have you found that you needed to use much more opiates in order to get the feeling you wanted than when you first started using it?,"SCID-5-RV-Module E, Opiates only: E10. Have you found that you needed to use much more opiates in order to get the feeling you wanted than when you first started using it?",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e11,"E11. During the past year, have you had any withdrawal symptoms, in other words felt sick when you cut down or stopped using opiates?","SCID-5-RV-Module E, Opiates only: E11. During the past year, have you had any withdrawal symptoms, in other words felt sick when you cut down or stopped using opiates?",integer,,,1|2|3|4,,,,1=1 (Absent/false)|2=2 (Subthreshold)|3=3 (Threshold or true)|4=4 (Unsure),,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e12,E12. Opioid Use Disorder (OUD) indicated?,"SCID-5-RV-Module E, Opiates only: E12. Opioid Use Disorder (OUD) indicated?",integer,,,1|0|9,,,,1=Yes|0=No|9=Missing,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_scid_e13,E13. Indicate the Severity of the OUD,"SCID-5-RV-Module E, Opiates only: E13. Indicate the Severity of the OUD",integer,,,1|2|3,,,,1=Mild|2=Moderate|3=Severe,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb1,"1. In the past 6 months, have you spent any time incarcerated in jail or prison overnight?","Time Line Follow-Back (TLFB): 1. In the past 6 months, have you spent any time incarcerated in jail or prison overnight?",integer,,,0|1|9,,,,0=No|1=Yes|9=Missing,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb1a,# days,Time Line Follow-Back (TLFB): # days,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb2,"2. In the past 6 months, have you spent any time in a hospital where you stayed there overnight?","Time Line Follow-Back (TLFB): 2. In the past 6 months, have you spent any time in a hospital where you stayed there overnight?",integer,,,0|1|9,,,,0=No|1=Yes|9=Missing,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb2a,# days (Medical Reason),Time Line Follow-Back (TLFB): # days (Medical Reason),number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb_2b,# of days (Psychiatric/Substance use reason),Time Line Follow-Back (TLFB): # of days (Psychiatric/Substance use reason),number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb3,"3. In the past 6 months, have you spent any time in a residential substance use treatment facility or in a detox facility?","Time Line Follow-Back (TLFB): 3. In the past 6 months, have you spent any time in a residential substance use treatment facility or in a detox facility?",integer,,,0|1|9,,,,0=No|1=Yes|9=Missing,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb_3a,# of days (Residential substance use treatment facility),Time Line Follow-Back (TLFB): # of days (Residential substance use treatment facility),number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb3b,# days (Detox only),Time Line Follow-Back (TLFB): # days (Detox only),number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb4,4. Any alcoholic beverages?,Time Line Follow-Back (TLFB): 4. Any alcoholic beverages?,integer,,,1|0|9,,,,1=Yes|0=No|9=Missing,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb4a,4a. Date of last drink,Time Line Follow-Back (TLFB): 4a. Date of last drink,date,any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb5,5. Marijuana or hashish?,Time Line Follow-Back (TLFB): 5. Marijuana or hashish?,integer,,,1|0|9,,,,1=Yes|0=No|9=Missing,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_tlfb5a,5a. Date of last use,Time Line Follow-Back (TLFB): 5a. Date of last use,date,any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
