schemaVersion,section,name,title,description,type,format,constraints.required,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,enumLabels,enumOrdered,missingValues,trueValues,falseValues,custom,standardsMappings[0].instrument.url,standardsMappings[0].instrument.source,standardsMappings[0].instrument.title,standardsMappings[0].instrument.id,standardsMappings[0].item.url,standardsMappings[0].item.source,standardsMappings[0].item.id,relatedConcepts[0].url,relatedConcepts[0].title,relatedConcepts[0].source,relatedConcepts[0].id
0.3.2,demographics,sex,Sex at birth:Self-reported sex at birth of the participant/subject. The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.,Sex at birth:Self-reported sex at birth of the participant/subject. The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.,integer,,,,1|2|3|4,,,,"1=Male,A person who belongs to the sex that normally produces sperm. The term is used to indicate biological sex distinctions,cultural gender role distinctions,or both|2=Female,A person who belongs to the sex that normally produces ova. The term is used to indicate biological sex distinctions,or cultural gender role distinctions,or both|3=Unknown,Not known,not observed,not recorded,or refused|4=Intersex,A person (one of unisexual specimens) who is born with genitalia and/or secondary sexual characteristics of indeterminate sex,or which combine features of both sexes",,,,,,,,,,,,,,,,
0.3.2,demographics,genident,"Gender identity:Self-reported participant's/subject's internally held sense of their gender, which may or may not correspond to the individual's genotypic or phenotypic sex.","Gender identity:Self-reported participant's/subject's internally held sense of their gender, which may or may not correspond to the individual's genotypic or phenotypic sex.",integer,,,,1|2|3|4,,,,"1=Male|2=Female|3=Unknown|4=Other,specify",,,,,,,,,,,,,,,,
0.3.2,demographics,genidentoth,"Other, specify:The free-text field related to 'Gender idenitification type.","Other, specify:The free-text field related to 'Gender idenitification type.",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,maristat,What category best describes your current relationship status?:Status of participant/subject current conjugal situation,What category best describes your current relationship status?:Status of participant/subject current conjugal situation,integer,,,,1|2|3|4|5|6|7|8,,,,"1=Divorced,Marriage contract has been declared dissolved and inactive|2=Married,A current marriage contract is active|3=Never Married,No marriage contract has ever been entered|4=Separated,A person who is separated from their spouse,whether or not there is a legal arrangement|5=Widowed,The spouse has died|6=Domestic Partner,Person declares that a domestic partnership relationship exists|7=Prefer not to answer|8=Other",,,,,,,,,,,,,,,,
0.3.2,demographics,maristatoth,"Marital Status Other, specify:","Marital Status Other, specify:",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,empstat,What is your current employment status?:Status of participant/subject current employment,What is your current employment status?:Status of participant/subject current employment,integer,,,,1|2|3|4,,,,"1=Full,time employment,Employment involving the standard or customary working time|2=Not employed,The state of not having a job|3=Part,time employment,Employment involving less than the standard or customary working time|4=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,demographics,empstat_2_1,not looking for work,not looking for work,integer,,,,0|1,,,,0=not checked|1=checked,,,,,,,,,,,,,,,,
0.3.2,demographics,empstat_2_2,looking for work,looking for work,integer,,,,0|1,,,,0=not checked|1=checked,,,,,,,,,,,,,,,,
0.3.2,demographics,empstat_2_3,retired,retired,integer,,,,0|1,,,,0=not checked|1=checked,,,,,,,,,,,,,,,,
0.3.2,demographics,empstat_2_4,disabled,disabled,integer,,,,0|1,,,,0=not checked|1=checked,,,,,,,,,,,,,,,,
0.3.2,demographics,empstat_2_5,unable to work,unable to work,integer,,,,0|1,,,,0=not checked|1=checked,,,,,,,,,,,,,,,,
0.3.2,demographics,empstat_2_6,other,other,integer,,,,0|1,,,,0=not checked|1=checked,,,,,,,,,,,,,,,,
0.3.2,demographics,empstat_3,"Not employed: other, specify:","Not employed: other, specify:",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,empstat_4,Are you a student,Are you a student,integer,,,,0|1|2,,,,0=Yes|1=No|2=Unknown/Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,demographics,incmlvl,"What is your annual household income from all sources?:Range, in U.S. dollars, of the annual pre-tax, pre-deduction total income, of the household of which the participant/subject is a member","What is your annual household income from all sources?:Range, in U.S. dollars, of the annual pre-tax, pre-deduction total income, of the household of which the participant/subject is a member",integer,,,,1|2|3|4|5|6|7|8|9|10,,,,"1=Less than $10,000|2=$10,000,$24,999|3=$25,000,$34,999|4=$35,000,$49,999|5=$50,000,$74,999|6=$75,000,$99,999|7=$100,000,$149,999|8=$150,000,$199,999|9=$200,000 or more|10=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,demographics,incmlvl_2,"When you consider your household income from all sources (today), would you say that you are comfortable, have just enough to makes ends meet, or DO NOT have enough to make ends meet?","When you consider your household income from all sources (today), would you say that you are comfortable, have just enough to makes ends meet, or DO NOT have enough to make ends meet?",integer,,,,0|1|2|3|4,,,,0=Comfortable|1=Just enough to make ends meet|2=Not enough to make ends meet|3=Dont know|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,demographics,disabinsind,"Have you ever applied for, or received, disability insurance for your pain condition?:Indicator of whether the participant/subject has ever applied for or received disability insurance for their pain condition","Have you ever applied for, or received, disability insurance for your pain condition?:Indicator of whether the participant/subject has ever applied for or received disability insurance for their pain condition",integer,,,,0|1|2,,,,0=No|1=Yes|2=Unknown/Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,demographics,paindur,How long have you had the type of pain for which you are enrolled in this study?:Duration in months participant/subject has experienced pain,How long have you had the type of pain for which you are enrolled in this study?:Duration in months participant/subject has experienced pain,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,demruca1,"RUCA code:The rural-urban commuting area (RUCA) codes classify U.S. locations to reflect population density, urbanization, and daily commuting. The classification contains two levels. Whole numbers (1-10) delineate metropolitan, micropolitan, small town, and rural commuting areas based on the size and direction of the primary (largest) commuting flows.","RUCA code:The rural-urban commuting area (RUCA) codes classify U.S. locations to reflect population density, urbanization, and daily commuting. The classification contains two levels. Whole numbers (1-10) delineate metropolitan, micropolitan, small town, and rural commuting areas based on the size and direction of the primary (largest) commuting flows.",integer,,,,1|2|3|4|5|6|7|8|9|10|99,,,,"1=Metropolitan area core: primary flow within an urbanized area (UA)|2=Metropolitan area high commuting: primary flow 30% or more to a UA|3=Metropolitan area low commuting: primary flow 10% to 30% to a UA|4=Micropolitan area core: primary flow within an Urban Cluster of 10,000 to 49,999 (large UC)|5=Micropolitan high commuting: primary flow 30% or more to a large UC|6=Micropolitan low commuting: primary flow 10% to 30% to a large UC|7=Small town core: primary flow within an Urban Cluster of 2,500 to 9,999 (small UC)|8=Small town high commuting: primary flow 30% or more to a small UC|9=Small town low commuting: primary flow 10% to 30% to a small UC|10=Rural areas: primary flow to a tract outside a UA or UC|99=Not coded: Census tract has zero population and no rural,urban identifier information",,,,,,,,,,,,,,,,
0.3.2,demographics,demruca2,"RUCA code:The rural-urban commuting area (RUCA) codes classify U.S. locations to reflect population density, urbanization, and daily commuting. The classification contains two levels. The 10 primary codes can be  further subdivided based on secondary commuting flows.","RUCA code:The rural-urban commuting area (RUCA) codes classify U.S. locations to reflect population density, urbanization, and daily commuting. The classification contains two levels. The 10 primary codes can be  further subdivided based on secondary commuting flows.",integer,,,,1|1.1|2|2.1|3|4|4.1|5|5.1|6|7|7.1|7.2|8|8.1|8.2|9|10|10.1|10.2|10.3|99,,,,"1=Metropolitan area core: primary flow within an urbanized area (UA) [No additional code]|1.1=Secondary flow 30% to 50% to a larger UA|2=Metropolitan area high commuting: primary flow 30% or more to a UA [No additional code]|2.1=Secondary flow 30% to 50% to a larger UA|3=Metropolitan area low commuting: primary flow 10% to 30% to a UA [No additional code]|4=Micropolitan area core: primary flow within an Urban Cluster of 10,000 to 49,999 (large UC) [No additional code]|4.1=Secondary flow 30% to 50% to a UA|5=Micropolitan high commuting: primary flow 30% or more to a large UC [No additional code]|5.1=Secondary flow 30% to 50% to a UA|6=Micropolitan low commuting: primary flow 10% to 30% to a large UC [No additional code]|7=Small town core: primary flow within an Urban Cluster of 2,500 to 9,999 (small UC) [No additional code]|7.1=Secondary flow 30% to 50% to a UA|7.2=Secondary flow 30% to 50% to a large UC|8=Small town high commuting: primary flow 30% or more to a small UC [No additional code]|8.1=Secondary flow 30% to 50% to a UA|8.2=Secondary flow 30% to 50% to a large UC|9=Small town low commuting: primary flow 10% to 30% to a small UC [No additional code]|10=Rural areas: primary flow to a tract outside a UA or UC [No additional code]|10.1=Secondary flow 30% to 50% to a UA|10.2=Secondary flow 30% to 50% to a large UC|10.3=Secondary flow 30% to 50% to a small UC|99=Not coded: Census tract has zero population and no rural,urban identifier information",,,,,,,,,,,,,,,,
0.3.2,randomization,randomize,Patient Randomized:Patient randomized to either control or intervention group,Patient Randomized:Patient randomized to either control or intervention group,integer,,,,1|2,,,,1=Intervention|2=Control,,,,,,,,,,,,,,,,
0.3.2,randomization,randomizedate,Date of Randomization,Date of Randomization,date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,supplemental,intrvdate_1,Month-3 interview/assessment date,Month-3 interview/assessment date,date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,supplemental,coach_satisf,"3 MONTH ASSESSMENT, COACHING GROUP ONLY","3 MONTH ASSESSMENT, COACHING GROUP ONLY",integer,,,,0|1,,,,"0=Not Applicable,Control group|1=Applicable",,,,,,,,,,,,,,,,
0.3.2,supplemental,cs3coachingsessions,"How satisfied were you with your coaching sessions in general?:Scale of participant satisfaction with coaching sessions, as part of Coaching Satisafaction 3 month","How satisfied were you with your coaching sessions in general?:Scale of participant satisfaction with coaching sessions, as part of Coaching Satisafaction 3 month",integer,,,,1|2|3|4,,,,"1=Very Dissatisfied|2=Dissatisfied|3=Neither Satisfied nor Dissatisfied|4=Satisfied,5,Very Satisfied",,,,,,,,,,,,,,,,
0.3.2,supplemental,cs3yourcoach,"How satisfied were you with your coach?:Scale of participant satisfaction with coach, as part of Coaching Satisafaction 3 month","How satisfied were you with your coach?:Scale of participant satisfaction with coach, as part of Coaching Satisafaction 3 month",integer,,,,1|2|3|4,,,,"1=Very Dissatisfied|2=Dissatisfied|3=Neither Satisfied nor Dissatisfied|4=Satisfied,5,Very Satisfied",,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,intrvdate_2,Month-6 assessment/interview date,Month-6 assessment/interview date,date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpiwrstpnlast24hrtngscl,"Please rate your pain by choosing the number that best describes your pain at its worse in the last 24 hours.:Scale indicating the rating of the worst pain, experienced by the participant in the last 24 hours, as part of the Brief Pain Inventory (BPI).","Please rate your pain by choosing the number that best describes your pain at its worse in the last 24 hours.:Scale indicating the rating of the worst pain, experienced by the participant in the last 24 hours, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=No pain|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Pain as bad as you can imagine,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpileastpnlst24hrtngscl,"Please rate your pain by choosing the number that best describes your pain at its least in the last 24 hours.:Scale indicating the rating of the least pain experienced by the participant in the last 24 hours, as part of the Brief Pain Inventory (BPI).","Please rate your pain by choosing the number that best describes your pain at its least in the last 24 hours.:Scale indicating the rating of the least pain experienced by the participant in the last 24 hours, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=No pain|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Pain as bad as you can imagine,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpiavgpainrtngscl,"Please rate your pain by choosing the number that best describes your pain on the average.:Scale indicating the rating of the average pain experienced by the participant, as part of the Brief Pain Inventory (BPI).","Please rate your pain by choosing the number that best describes your pain on the average.:Scale indicating the rating of the average pain experienced by the participant, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=No pain|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Pain as bad as you can imagine,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpicurrentpainrtngscl,"Please rate your pain by choosing the number that tells how much pain you have right now.:Scale rating the pain the participant is feeling right now, as part of the Brief Pain Inventory (BPI) form.","Please rate your pain by choosing the number that tells how much pain you have right now.:Scale rating the pain the participant is feeling right now, as part of the Brief Pain Inventory (BPI) form.",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=No pain|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Pain as bad as you can imagine,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainintfrgnrlactvtyscl,"General activity:Scale assessing how much the pain has interfered with general activity, as part of the Brief Pain Inventory (BPI).","General activity:Scale assessing how much the pain has interfered with general activity, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=Does not Interfere|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Completely Interferes,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainintfrmoodscl,"Mood:Scale assessing how much the pain has interfered with mood, as part of the Brief Pain Inventory (BPI).","Mood:Scale assessing how much the pain has interfered with mood, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=Does not Interfere|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Completely Interferes,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainintfrwlkablscl,"Walking ability:Scale assessing how much the pain has interfered with walking ability, as part of the Brief Pain Inventory (BPI).","Walking ability:Scale assessing how much the pain has interfered with walking ability, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=Does not Interfere|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Completely Interferes,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainnrmlwrkintrfrscl,"Normal work:Scale assessing how much the pain has interfered with normal work, as part of the Brief Pain Inventory (BPI).","Normal work:Scale assessing how much the pain has interfered with normal work, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=Does not Interfere|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Completely Interferes,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainrelationsintrfrscl,"Relations with other people:Scale assessing how much the pain has interfered with relations with other people, as part of the Brief Pain Inventory (BPI).","Relations with other people:Scale assessing how much the pain has interfered with relations with other people, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=Does not Interfere|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Completely Interferes,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainsleepintrfrscl,"Sleep:Scale assessing how much the pain has interfered with sleep, as part of the Brief Pain Inventory (BPI).","Sleep:Scale assessing how much the pain has interfered with sleep, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=Does not Interfere|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Completely Interferes,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainenjoymntintrfrscl,"Enjoyment of life:Scale assessing how much the pain has interfered with enjoyment of life, as part of the Brief Pain Inventory (BPI).","Enjoyment of life:Scale assessing how much the pain has interfered with enjoyment of life, as part of the Brief Pain Inventory (BPI).",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=Does not Interfere|1=|2=|3=|4=|5=|6=|7=|8=|9=|10=Completely Interferes,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainseverityscore_n,BPI Pain Severity Score variables count,BPI Pain Severity Score variables count,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainseverityscore_nmiss,BPI Pain Severity Score variables missing count,BPI Pain Severity Score variables missing count,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainseverityscore,BPI Pain Severity Subscale Score:Calculated score for the Brief Pain Inventory (BPI) Pain Severity items,"BPI Pain Severity Subscale Score:Calculated score for the Brief Pain Inventory (BPI) Pain Severity items[calculation: mean([bpiwrstpnlast24hrtngscl],[bpileastpnlst24hrtngscl],[bpiavgpainrtngscl],[bpicurrentpainrtngscl])]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainintrfrscore_n,BPI Pain Interference Score variables count,BPI Pain Interference Score variables count,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainintrfrscore_nmiss,BPI Pain Interference Score missing variables count,BPI Pain Interference Score missing variables count,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpipainintrfrscore,BPI Pain Interference Subscale Score:Calculated score for the Brief Pain Inventory (BPI) Pain Interference items,"BPI Pain Interference Subscale Score:Calculated score for the Brief Pain Inventory (BPI) Pain Interference items[calculation: mean([bpipainintfrgnrlactvtyscl], [bpipainintfrmoodscl], [bpipainintfrwlkablscl], [bpipainnrmlwrkintrfrscl], [bpipainrelationsintrfrscl], [bpipainsleepintrfrscl], [bpipainenjoymntintrfrscl])]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpi_total_n,BPI Pain Total Score variables count,BPI Pain Total Score variables count,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpi_total_nmiss,BPI Pain Total Score missing variables count,BPI Pain Total Score missing variables count,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,bpi_total,Brief Pain Inventory (BPI) - pain total score,"Brief Pain Inventory (BPI) - pain total score[calculation: mean([bpipainseverityscore], [bpipainintrfrscore])]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,peg_n,PEG Score variables count,PEG Score variables count,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,peg_nmiss,PEG Score missing variables count,PEG Score missing variables count,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,brief_pain_inventory_short_form_bpi_sf,peg_total,PEG total score,"PEG total score[calculation: mean([bpiavgpainrtngscl],[bpipainintfrgnrlactvtyscl],[bpipainenjoymntintrfrscl])]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,pain_self_efficacy_questionnaire_10_item,pseqenjoyscl,"I can enjoy things, despite the pain:Scale of extent to which the participant can enjoy things despite the pain, as part of the Pain Self Efficacy Questionnaire (PSEQ)","I can enjoy things, despite the pain:Scale of extent to which the participant can enjoy things despite the pain, as part of the Pain Self Efficacy Questionnaire (PSEQ)",integer,,,,0|1|2|3|4|5|6,,,,0=Not at all Confident|1=|2=|3=|4=|5=|6=Completely Confident,,,,,,,,,,,,,,,,
0.3.2,pain_self_efficacy_questionnaire_10_item,pseqhousechorescl,"I can do most of the household chores (e.g. tidying-up, washing dishes, etc.), despite the pain:Scale of extent to which the participant can do most of the household chores (e.g. tidying-up, washing dishes, etc.) despite the pain, as part of the Pain Self Efficacy Questionnaire (PSEQ)","I can do most of the household chores (e.g. tidying-up, washing dishes, etc.), despite the pain:Scale of extent to which the participant can do most of the household chores (e.g. tidying-up, washing dishes, etc.) despite the pain, as part of the Pain Self Efficacy Questionnaire (PSEQ)",integer,,,,0|1|2|3|4|5|6,,,,0=Not at all Confident|1=|2=|3=|4=|5=|6=Completely Confident,,,,,,,,,,,,,,,,
0.3.2,pain_self_efficacy_questionnaire_10_item,pseqsocializescl,"I can socialize with my friends or family members as often as I used to do, despite the pain:Scale of extent to which the participant can socialize with  friends or family members as often as previously despite the pain, as part of the Pain Self Efficacy Questionnaire (PSEQ)","I can socialize with my friends or family members as often as I used to do, despite the pain:Scale of extent to which the participant can socialize with  friends or family members as often as previously despite the pain, as part of the Pain Self Efficacy Questionnaire (PSEQ)",integer,,,,0|1|2|3|4|5|6,,,,0=Not at all Confident|1=|2=|3=|4=|5=|6=Completely Confident,,,,,,,,,,,,,,,,
