schemaVersion,section,name,title,description,type,format,constraints.required,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,enumLabels,enumOrdered,missingValues,trueValues,falseValues,custom,standardsMappings[0].instrument.url,standardsMappings[0].instrument.source,standardsMappings[0].instrument.title,standardsMappings[0].instrument.id,standardsMappings[0].item.url,standardsMappings[0].item.source,standardsMappings[0].item.id,relatedConcepts[0].url,relatedConcepts[0].title,relatedConcepts[0].source,relatedConcepts[0].id
0.3.2,scope_demographics,race___6,Race: White,Which of the following options best describes your race?  (Select all that best apply).[choice=White],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,race___7,Race: Unknown,Which of the following options best describes your race?  (Select all that best apply).[choice=Unknown],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,race___8,"Race: Other, Specify: {race_other}","Which of the following options best describes your race?  (Select all that best apply).[choice=Other, Specify: {race_other}]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,race___9,Race: Prefer not to answer,Which of the following options best describes your race?  (Select all that best apply).[choice=Prefer not to answer],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,race_other,Please specify,Please specify,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,eth_country,"If Hispanic or Latino, please specify country of origin","If Hispanic or Latino, please specify country of origin",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,education,What is the highest level of education you have completed?,What is the highest level of education you have completed?,integer,,,,1|2|3|4|5|6|7,,,,1=Did not complete Secondary School or Less than High School|2=Some Secondary School or High School Education|3=High School or Secondary School Degree Complete|4=Associate's or Technical Degree Complete|5=College or Baccalaureate Degree Complete|6=Doctoral or Postgraduate Education|7=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,employment_status,What is your current employment status?,What is your current employment status?,integer,,,,1|2|3|4|5,,,,"1=Full-time employment|2=Not employed|3=Part-time employment|4=Other, Specify: {employment_status_other}|5=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,scope_demographics,employment_status_other,Employment Status Other,Employment Status Other,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,occupation,What is your current occupation?,What is your current occupation?,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,marital_status,What category best describes your current relationship status?,What category best describes your current relationship status?,integer,,,,1|2|3|4|5|6|7,,,,1=Divorced|2=Married|3=Never Married|4=Separated|5=Widowed|6=Domestic Partner|7=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,liv_members___1,Liv_Members: Self only (live alone),Who lives in your current home with you? Please select all that apply.[choice=Self only (live alone)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,liv_members___2,Liv_Members: Significant other,Who lives in your current home with you? Please select all that apply.[choice=Significant other],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,liv_members___3,Liv_Members: Child/children,Who lives in your current home with you? Please select all that apply.[choice=Child/children],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,liv_members___4,Liv_Members: Roommate(s)/friends,Who lives in your current home with you? Please select all that apply.[choice=Roommate(s)/friends],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,liv_members___5,Liv_Members: Parent(s),Who lives in your current home with you? Please select all that apply.[choice=Parent(s)],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,liv_members___6,"Liv_Members: Other family members (e.g. siblings, grandparents, uncles, aunts, cousins)","Who lives in your current home with you? Please select all that apply.[choice=Other family members (e.g. siblings, grandparents, uncles, aunts, cousins)]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,liv_members___7,Liv_Members: Prefer not to answer,Who lives in your current home with you? Please select all that apply.[choice=Prefer not to answer],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,income,What is your annual household income from all sources?,What is your annual household income from all sources?,integer,,,,1|2|3|4|5|6|7|8|9|10,,,,"1=Less than $10,000|2=$10,000-$24,999|3=$25,000-$34,999|4=$35,000-$49,999|5=$50,000-$74,999|6=$75,000-$99,999|7=$100,000-$149,999|8=$150,000-$199,999|9=$200,000 or more|10=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,scope_demographics,inc_depend,How many people depend on this income?,How many people depend on this income?,number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___1,Hardship: Childcare,"In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Childcare]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___2,Hardship: Clothing,"In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Clothing]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___3,Hardship: Food,"In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Food]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___4,Hardship: Housing,"In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Housing]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___5,Hardship: Internet/ Broadband,"In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Internet/ Broadband]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___6,"Hardship: Phone (e.g., mobile or landline)","In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Phone (e.g., mobile or landline)]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___7,"Hardship: Transportation (e.g., private or public)","In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Transportation (e.g., private or public)]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___8,"Hardship: Utilities (e.g., gas, electric, propane, natural gas, etc.)","In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Utilities (e.g., gas, electric, propane, natural gas, etc.)]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___9,"Hardship: Medicine or any health care (medical, dental, mental health, vision)","In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Medicine or any health care (medical, dental, mental health, vision)]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___10,"Hardship: Other, Specify: {hardship_other}","In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Other, Specify: {hardship_other}]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship___11,Hardship: Prefer not to answer,"In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.[choice=Prefer not to answer]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,hardship_other,Hardship Other,Hardship Other,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,insurance,What type of dental insurance do you currently have?,What type of dental insurance do you currently have?,integer,,,,1|2|3|4|5|6,,,,"1=Private insurance (e.g., purchased or through work)|2=Medicaid|3=Medicare|4=I do not have dental insurance|5=Other, Specify: {insurance_other}|6=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,scope_demographics,insurance_other,Other Dental Insurance,Other Dental Insurance,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_demographics,zip,Zip Code (5-digit),Zip Code (5-digit),string,,,,,^[0-9]{5}$,,,,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,oud_age,At what age were you first diagnosed with opioid use disorder?,At what age were you first diagnosed with opioid use disorder?,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___1,Med_Hx: Acid reflux,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Acid reflux]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___2,Med_Hx: Ulcers (GI),"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Ulcers (GI)]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___3,Med_Hx: Anemia,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Anemia]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___4,Med_Hx: Bleeding problem,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Bleeding problem]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___5,Med_Hx: Congenital heart disease,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Congenital heart disease]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___6,Med_Hx: Heart attack,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Heart attack]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___7,Med_Hx: Heart failure,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Heart failure]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___8,Med_Hx: Heart failure/congestive heart failure,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Heart failure/congestive heart failure]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___9,Med_Hx: Heart murmur,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Heart murmur]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___10,Med_Hx: High blood pressure,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=High blood pressure]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___11,Med_Hx: Stroke,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Stroke]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___13,Med_Hx: Brain/spinal cord infection,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Brain/spinal cord infection]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___14,Med_Hx: Thyroid disease,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Thyroid disease]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___15,Med_Hx: Diabetes,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Diabetes]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___16,Med_Hx: Sickle cell disease,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Sickle cell disease]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___17,Med_Hx: Emphysema,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Emphysema]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___18,Med_Hx: Glaucoma,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Glaucoma]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___19,Med_Hx: Brittle bones/osteoporosis/osteopenia,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Brittle bones/osteoporosis/osteopenia]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___20,Med_Hx: Arthritis,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Arthritis]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___21,Med_Hx: Asthma,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Asthma]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___22,Med_Hx: COPD,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=COPD]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___23,Med_Hx: Tuberculosis,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Tuberculosis]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___24,Med_Hx: Hepatitis,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Hepatitis]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___25,Med_Hx: Kidney disease,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Kidney disease]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___26,Med_Hx: Nerve/muscle disease,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Nerve/muscle disease]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___27,Med_Hx: Seizures,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Seizures]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___28,Med_Hx: Anxiety,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Anxiety]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___29,Med_Hx: Depression,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Depression]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___30,Med_Hx: Cataracts,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Cataracts]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___31,Med_Hx: HIV/AIDS,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=HIV/AIDS]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___34,Med_Hx: Other {med_hx_other},"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=Other {med_hx_other}]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx___35,Med_Hx: I do not have any medical conditions,"In the last 5 years, have you had any of the following conditions? Please check all that apply.[choice=I do not have any medical conditions]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_hx_other,Please list other medical conditions,Please list other medical conditions,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,med_dx_dm_length,How long have you had diabetes?,How long have you had diabetes?,integer,,,,1|2|3,,,,1=Less than 5 years|2=5-10 years|3=More than 10 years,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,last_a1c,What was your last A1C?,What was your last A1C?,integer,,,,1|2|3,,,,1=6.5 or lower|2=Higher than 6.5|3=I don't know,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx,Have you had any surgeries/procedures over the last 5 years?,Have you had any surgeries/procedures over the last 5 years?,boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___1,Surg_Hx_Type: Heart bypass,Please check any of the following surgeries/procedures that apply.[choice=Heart bypass],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___2,Surg_Hx_Type: Heart valve repair/replacement,Please check any of the following surgeries/procedures that apply.[choice=Heart valve repair/replacement],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___3,Surg_Hx_Type: Joint replacement,Please check any of the following surgeries/procedures that apply.[choice=Joint replacement],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___4,Surg_Hx_Type: Organ transplant,Please check any of the following surgeries/procedures that apply.[choice=Organ transplant],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___5,Surg_Hx_Type: Dialysis,Please check any of the following surgeries/procedures that apply.[choice=Dialysis],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___6,Surg_Hx_Type: Radiation therapy,Please check any of the following surgeries/procedures that apply.[choice=Radiation therapy],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___7,Surg_Hx_Type: Chemotherapy,Please check any of the following surgeries/procedures that apply.[choice=Chemotherapy],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___8,Surg_Hx_Type: Blood transfusion,Please check any of the following surgeries/procedures that apply.[choice=Blood transfusion],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_type___9,Surg_Hx_Type: Other {surg_hx_other},Please check any of the following surgeries/procedures that apply.[choice=Other {surg_hx_other}],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,surg_hx_other,Please list other prior surgeries/procedures and the year you received them,Please list other prior surgeries/procedures and the year you received them,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,a1,"Over the last two weeks, how often have you been bothered by feeling nervous, anxious, or on edge","Over the last two weeks, how often have you been bothered by feeling nervous, anxious, or on edge",integer,,,,0|1|2|3,,,,0=Not at all|1=Several days|2=More than half the days|3=Nearly every day,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,a2,"Over the last two weeks, how often have you been bothered by not being able to stop or control worrying","Over the last two weeks, how often have you been bothered by not being able to stop or control worrying",integer,,,,0|1|2|3,,,,0=Not at all|1=Several days|2=More than half the days|3=Nearly every day,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,d1,"Over the last two weeks, how often have you been bothered by feeling down, depressed, or hopeless","Over the last two weeks, how often have you been bothered by feeling down, depressed, or hopeless",integer,,,,0|1|2|3,,,,0=Not at all|1=Several days|2=More than half the days|3=Nearly every day,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,d2,"Over the last two weeks, how often have you been bothered by Little interest or pleasure in doing things","Over the last two weeks, how often have you been bothered by Little interest or pleasure in doing things",integer,,,,0|1|2|3,,,,0=Not at all|1=Several days|2=More than half the days|3=Nearly every day,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,phq4_sum,PHQ-4,PHQ-4[calculation: [a1]+[a2]+[d1]+[d2]],number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,bup_illicit_ever,"Have you EVER, even once, taken orally dissolving buprenorphine (Subutex) or buprenorphine-naloxone (Suboxone, Zubsolv) that was NOT prescribed to you?","The following questions will ask you about drugs you have taken in the past, whether prescribed or not. Questions about any current medication for opioid use disorder will be asked by the research coordinator.: Have you EVER, even once, taken orally dissolving buprenorphine (Subutex) or buprenorphine-naloxone (Suboxone, Zubsolv) that was NOT prescribed to you?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,bup_illicit_last_use,When was the last time you took buprenorphine or buprenorphine-naloxone that was NOT prescribed to you?,"The following questions will ask you about drugs you have taken in the past, whether prescribed or not. Questions about any current medication for opioid use disorder will be asked by the research coordinator.: When was the last time you took buprenorphine or buprenorphine-naloxone that was NOT prescribed to you?",integer,,,,1|2|3,,,,1=Within the last 30 days|2=More than 30 days ago but within the past 12 months|3=More than 12 months ago,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,bup_illicit_num_days,What is your best estimate of the number of times you have taken buprenorphine or buprenorphine-naloxone NOT prescribed to you in the last 30 days?,"The following questions will ask you about drugs you have taken in the past, whether prescribed or not. Questions about any current medication for opioid use disorder will be asked by the research coordinator.: What is your best estimate of the number of times you have taken buprenorphine or buprenorphine-naloxone NOT prescribed to you in the last 30 days?",integer,,,,1|2|3|4|5|6,,,,1=1 or 2 days|2=3 to 5 days|3=6 to 9 days|4=10 to 19 days|5=20 to 29 days|6=All 30 days,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,ever_drug_use___1,"Ever_Drug_Use: Prescription pain relievers such as Vicodin, Lortab, Percocet, OxyContin, Norco, morphine, or tramadol that were NOT prescribed to you","The following questions will ask you about drugs you have taken in the past, whether prescribed or not. Questions about any current medication for opioid use disorder will be asked by the research coordinator.: Have you EVER, even once, used any of the following drugs? Please select all that apply.[choice=Prescription pain relievers such as Vicodin, Lortab, Percocet, OxyContin, Norco, morphine, or tramadol that were NOT prescribed to you]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,ever_drug_use___2,"Ever_Drug_Use: Prescription stimulants such as Adderall, amphetamine, dextroamphetamine, or Ritalin that were NOT prescribed to you","The following questions will ask you about drugs you have taken in the past, whether prescribed or not. Questions about any current medication for opioid use disorder will be asked by the research coordinator.: Have you EVER, even once, used any of the following drugs? Please select all that apply.[choice=Prescription stimulants such as Adderall, amphetamine, dextroamphetamine, or Ritalin that were NOT prescribed to you]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_medical_and_substance_use_disorder_history,ever_drug_use___3,"Ever_Drug_Use: Cannabinoids, including marijuana, CBD, hemp, cannabis products, THC, and synthetic drugs like K2/spice","The following questions will ask you about drugs you have taken in the past, whether prescribed or not. Questions about any current medication for opioid use disorder will be asked by the research coordinator.: Have you EVER, even once, used any of the following drugs? Please select all that apply.[choice=Cannabinoids, including marijuana, CBD, hemp, cannabis products, THC, and synthetic drugs like K2/spice]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
