schemaVersion,section,name,title,description,type,format,constraints.required,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,enumLabels,enumOrdered,missingValues,trueValues,falseValues,custom,standardsMappings[0].instrument.url,standardsMappings[0].instrument.source,standardsMappings[0].instrument.title,standardsMappings[0].instrument.id,standardsMappings[0].item.url,standardsMappings[0].item.source,standardsMappings[0].item.id,relatedConcepts[0].url,relatedConcepts[0].title,relatedConcepts[0].source,relatedConcepts[0].id
0.3.2,all_visits,yes_1_or_no_2,Will you attend the study visit?,Will you attend the study visit?,boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,all_visits,studyvisit_2,Study Visit 2,Study Visit 2,datetime,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,all_visits,yes_1_or_no_1,Will you attend the study visit?,Will you attend the study visit?,boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_1,1. Heart Disease,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 1. Heart Disease",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_hrtdis_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_hrtdis_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_2,2. High blood pressure,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 2. High blood pressure",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_hbp_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_hbp_act_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_3,3. Lung disease,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 3. Lung disease",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_lung_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_lung_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_4,4. Diabetes,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 4. Diabetes",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_diabetes_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_diabetes_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_5,5. Ulcer or stomach disease,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 5. Ulcer or stomach disease",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_stomach_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_stomach_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_6,6. Kidney disease,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 6. Kidney disease",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_kidney_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_kidney_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_7,7. Liver disease,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 7. Liver disease",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_liver_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_liver_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_8,8. Anemia or other blood disease,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 8. Anemia or other blood disease",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_anemia_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_anemia_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_9,9. Cancer,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 9. Cancer",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_cancer_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_cancer_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_10,10. Depression,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 10. Depression",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_depression_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_depression_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_11,"11. Osteoarthritis, degenerative arthritis","Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 11. Osteoarthritis, degenerative arthritis",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_arthritis_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_arthritis_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_12,12. Back pain,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 12. Back pain",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_backpain_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_backpain_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_13,13. Rheumatoid arthritis,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 13. Rheumatoid arthritis",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_rheumatoid_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_rheumatoid_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_other,14. Other medical problems,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: 14. Other medical problems",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_descr,Please specify other medical problems,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Please specify other medical problems",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_other_yes,Did you receive treatment for it?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Did you receive treatment for it?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,selfadministered_comorbidity_q,sql_other_no,Does it limit your activities?,"Instructions: The following is a list of common problems. Please indicate if you currently have the problem. If you do have the problem, please indicate if you receive medications or some other type of treatment for the problem. Then indicate if the problem limits any of your activities. Finally, indicate all medical conditions that are not listed under ""other medical problems"" at the end of the survey.: Does it limit your activities?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_bdate,1. Date of birth,1. Date of birth,date,any,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_age,2. Age,"2. Age[calculation: datediff([studyvisit_1],[demo_bdate],""y"", ""mdy"")]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_sex,3. Sex at birth,3. Sex at birth,integer,,,,1|2|3|4,,,,1=Male|2=Female|3=Unknown|4=Intersex,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_gender,4. Gender Identity,4. Gender Identity,integer,,,,1|2|3|4,,,,1=Male|2=Female|3=Unknown|4=Other,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_other,Please specify:,Please specify:,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_ethnicity,5. Ethnicity (Select one),5. Ethnicity (Select one),integer,,,,1|2|3|4,,,,1=Hispanic or Latino|2=Not Hispanic or Latino|3=Unknown|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_race___1,Demo_Race: American Indian or Alaska Native,6. Race (Choose all that apply)[choice=American Indian or Alaska Native],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_race___2,Demo_Race: Asian,6. Race (Choose all that apply)[choice=Asian],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_race___3,Demo_Race: Black or African American,6. Race (Choose all that apply)[choice=Black or African American],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_race___4,Demo_Race: Native Hawaiian or Pacific Islander,6. Race (Choose all that apply)[choice=Native Hawaiian or Pacific Islander],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_race___5,Demo_Race: White,6. Race (Choose all that apply)[choice=White],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_race___6,Demo_Race: Unknown,6. Race (Choose all that apply)[choice=Unknown],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_race___7,Demo_Race: Prefer not to answer,6. Race (Choose all that apply)[choice=Prefer not to answer],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_educ,7. What is the highest level of education you have completed?,7. What is the highest level of education you have completed?,integer,,,,1|2|3|4|5|6|7|8,,,,1=Primary (Elementary School)|2=Lower Secondary (Middle School)|3=Upper Secondary (High School)|4=Diploma or equivalent (GED)|5=Some College/Certificate|6=Vocational/Trade School|7=Bachelor's degree|8=Some Graduate or Professional School Diploma,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_employmt,8. What is your current employment status?,8. What is your current employment status?,integer,,,,1|2|3|4,,,,1=Full-time employment|2=Not employed|3=Part-time Employment|4=Retired,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_relations,9. What category best describes your current relationship status?,9. What category best describes your current relationship status?,integer,,,,1|2|3|4|5|6,,,,1=Divorced|2=Married|3=Never married|4=Separated|5=Widowed|6=Domestic Partner,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_household,"10. Including yourself, how many people live in your household?","10. Including yourself, how many people live in your household?",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_painother,11. Is your low back pain more severe than pain in other parts of your body?,11. Is your low back pain more severe than pain in other parts of your body?,integer,,,,1|0|2,,,,1=Yes|0=No|2=Not sure,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_painop,12. Have you ever had a low-back pain operation?,12. Have you ever had a low-back pain operation?,integer,,,,1|2|0,,,,"1=Yes, one operation|2=Yes, more than one operation|0=No",,,,,,,,,,,,,,,,
0.3.2,demographics,demo_ifyes,"If yes, when was your last back operation?","If yes, when was your last back operation?",integer,,,,1|2|3|4,,,,1=Less than 6 months|2=More than 6 months but less than 1 year ago|3=Between 1 and 2 years ago|4=More than 2 years ago,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_arthrodesis,13. Did any of your back operations involve a spinal fusion (also called an arthrodesis)?,13. Did any of your back operations involve a spinal fusion (also called an arthrodesis)?,integer,,,,1|0|2,,,,1=Yes|0=No|2=Not sure,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_offwork,14. Have you been off work or unemployed for 1 month or more due to low-back pain?,14. Have you been off work or unemployed for 1 month or more due to low-back pain?,integer,,,,1|0|2,,,,1=Yes|0=No|2=Does not apply,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_wkercomp,15. Have you filed or been awarded a worker's compensation claim related to your back problem?,15. Have you filed or been awarded a worker's compensation claim related to your back problem?,integer,,,,1|0|2,,,,1=Yes|0=No|2=Does not apply,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_settled,Has the worker's compensation claim been settled?,Has the worker's compensation claim been settled?,boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_lawsuit,16. Are you involved in a lawsuit or legal claim related to your back problem?,16. Are you involved in a lawsuit or legal claim related to your back problem?,integer,,,,1|0|2,,,,1=Yes|0=No|2=Not sure,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_disability,"17. Have you ever applied for, or received disability insurance for your pain condition?","17. Have you ever applied for, or received disability insurance for your pain condition?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_height,"18. Height (in inches)

4 feet = 48 in
5 feet = 60 in
6 feet = 72 in","18. Height (in inches)

4 feet = 48 in
5 feet = 60 in
6 feet = 72 in",number,,,,,,,,,,,,,,,,,,,,,,,,
